id,view,comment,share
0,5.2041579817606545,3.0,2.534026106056135
1,4.058008232715403,2.816241299991783,1.2041199826559248
2,4.0963537599932955,2.146128035678238,1.3617278360175928
3,0.0,1.8260748027008264,1.6812412373755872
4,2.942008053022313,1.0791812460476249,0.6020599913279624
5,6.07049003662122,2.6053050461411096,2.788875115775417
6,5.109021401886471,3.103461622094705,3.8473258307854237
7,3.2137832993353044,1.3617278360175928,1.6720978579357175
8,3.8066547239918607,0.7781512503836436,0.6020599913279624
9,5.804596666593092,1.8976270912904414,2.7895807121644256
10,0.0,1.0791812460476249,1.6532125137753437
11,0.0,2.292256071356476,3.3283796034387376
12,2.576341350205793,1.255272505103306,1.2787536009528289
13,4.414990051283522,2.0253058652647704,1.9030899869919435
14,3.1367205671564067,1.4771212547196624,1.041392685158225
15,3.010723865391773,1.591064607026499,0.3010299956639812
16,6.405989384339782,2.9232440186302764,2.2430380486862944
17,6.260276317078389,2.7551122663950713,2.367355921026019
18,4.298503754466962,1.5797835966168101,1.9030899869919435
19,4.376065721586172,2.459392487759231,2.656098202012832
20,4.4809693767539605,1.2304489213782739,0.0
21,1.6989700043360187,2.2121876044039577,2.6646419755561257
22,1.7634279935629373,0.0,0.0
23,4.360858377304964,1.6812412373755872,1.9777236052888478
24,0.0,0.6020599913279624,0.3010299956639812
25,0.0,0.47712125471966244,0.0
26,2.429752280002408,1.146128035678238,1.8325089127062364
27,3.170848203643309,0.9030899869919435,0.6020599913279624
28,0.47712125471966244,2.444044795918076,2.2833012287035497
29,6.320040297013403,2.2833012287035497,1.9294189257142929
30,0.0,0.9030899869919435,0.6020599913279624
31,4.158754386632288,1.1760912590556813,0.9542425094393249
32,6.2277430295990195,2.9542425094393248,1.591064607026499
33,4.204147125212848,1.7708520116421442,0.7781512503836436
34,4.1008528266573006,1.0791812460476249,0.6020599913279624
35,4.2681097298084785,1.7558748556724915,1.6232492903979006
36,3.880070084064067,1.505149978319906,1.146128035678238
37,3.00774777800074,1.662757831681574,1.7160033436347992
38,0.0,1.1760912590556813,0.7781512503836436
39,0.0,0.9030899869919435,0.9030899869919435
40,5.498568296556429,2.3502480183341627,1.380211241711606
41,3.7115541682501694,1.380211241711606,1.3010299956639813
42,5.556895631345583,1.6532125137753437,2.037426497940624
43,0.0,0.0,0.7781512503836436
44,3.165541076722373,0.0,0.0
45,4.647656763195541,0.47712125471966244,1.5797835966168101
46,2.886490725172482,0.0,0.0
47,5.8893314016295655,4.018367578387845,4.090892625710363
48,4.397957380103888,1.6901960800285136,1.7242758696007892
49,4.71226236720505,2.143014800254095,1.9242792860618816
50,5.275679830102703,2.1271047983648077,2.1335389083702174
51,4.925234716231713,1.7242758696007892,1.7558748556724915
52,3.4401216031878037,2.2068258760318495,2.478566495593843
53,4.065878352857392,1.6901960800285136,2.155336037465062
54,1.4771212547196624,1.662757831681574,1.8388490907372552
55,0.0,2.3944516808262164,2.3364597338485296
56,0.0,1.8750612633917,1.9867717342662448
57,3.710540447933297,2.110589710299249,1.5185139398778875
58,0.0,1.2041199826559248,0.0
59,6.500248690901896,2.2013971243204513,2.0453229787866576
60,5.66306267492338,1.9444826721501687,0.9030899869919435
61,3.76774936734558,1.6901960800285136,1.3222192947339193
62,5.987541141497206,3.519302849235429,1.8325089127062364
63,3.5486350598147514,2.4927603890268375,2.08278537031645
64,3.9789561652175913,2.846955325019824,2.748962861256161
65,4.040404528914159,1.968482948553935,1.3424226808222062
66,0.0,1.863322860120456,1.3979400086720377
67,3.3064250275506875,0.47712125471966244,0.0
68,2.9425041061680806,0.8450980400142568,0.7781512503836436
69,4.398183145509941,1.591064607026499,1.2041199826559248
70,4.1604085000895825,0.6989700043360189,0.47712125471966244
71,4.095064689548636,1.6434526764861874,2.1760912590556813
72,5.420384876960408,1.6532125137753437,1.8129133566428555
73,4.434265430560305,1.3010299956639813,1.806179973983887
74,6.065270781542248,2.0718820073061255,1.1139433523068367
75,4.691576535552783,1.8750612633917,1.8808135922807914
76,3.7147487607250596,3.9125408827906374,4.053731315887608
77,4.374473389063976,1.8808135922807914,2.146128035678238
78,5.2485127322209,1.6532125137753437,1.4471580313422192
79,3.9844372947960762,1.6720978579357175,1.4313637641589874
80,1.4471580313422192,2.143014800254095,0.3010299956639812
81,0.0,0.9030899869919435,0.47712125471966244
82,3.792391689498254,0.8450980400142568,1.5314789170422551
83,4.013469232309171,0.8450980400142568,0.7781512503836436
84,0.0,1.414973347970818,1.4471580313422192
85,0.0,3.2518814545525276,3.2352758766870524
86,4.857018725985812,2.484299839346786,1.6532125137753437
87,4.770859372503186,2.824776462475546,1.9084850188786497
88,0.0,2.6580113966571126,2.0
89,4.141324327275417,2.6981005456233897,3.0655797147284485
90,3.681874122128647,2.765668554759014,1.9138138523837167
91,3.4653828514484184,2.3384564936046046,1.7634279935629373
92,3.2667019668840878,1.8976270912904414,1.3010299956639813
93,3.7429606702141522,2.509202522331103,1.462397997898956
94,3.2060158767633444,1.6127838567197355,1.2787536009528289
95,2.2695129442179165,1.3010299956639813,0.7781512503836436
96,2.7126497016272113,4.63187987387384,4.206744944053748
97,2.977266212427293,1.8325089127062364,1.1139433523068367
98,4.148232359644905,2.786041210242554,2.2430380486862944
99,4.220918363556553,2.0718820073061255,1.4913616938342726
100,2.7299742856995555,1.414973347970818,0.6020599913279624
101,2.346352974450639,2.531478917042255,2.3138672203691533
102,0.0,2.0644579892269186,1.0
103,0.3010299956639812,2.3180633349627615,1.2304489213782739
104,0.47712125471966244,2.320146286111054,2.113943352306837
105,1.2041199826559248,2.593286067020457,1.5314789170422551
106,0.8450980400142568,2.711807229041191,2.1702617153949575
107,0.9030899869919435,1.8692317197309762,0.8450980400142568
108,1.7993405494535817,3.9562645026982755,3.8452221064290137
109,0.0,0.0,0.0
110,0.0,1.3979400086720377,0.47712125471966244
111,0.0,0.3010299956639812,0.0
112,2.552668216112193,0.0,0.0
113,3.501470072100412,0.6020599913279624,0.3010299956639812
114,3.2725377773752373,0.0,1.380211241711606
115,0.0,1.8388490907372552,2.100370545117563
116,4.464578960565791,2.271841606536499,1.255272505103306
117,3.0281644194244697,0.0,1.146128035678238
118,0.0,0.7781512503836436,0.0
119,5.105244417432156,1.792391689498254,1.505149978319906
120,2.499687082618404,0.3010299956639812,0.47712125471966244
121,0.0,0.0,0.3010299956639812
122,5.319376758058249,2.320146286111054,1.5440680443502757
123,3.8187535904977166,0.6020599913279624,0.9030899869919435
124,3.709524355876341,0.8450980400142568,0.6020599913279624
125,4.942984736972307,2.5514499979728753,1.6020599913279625
126,4.701680213660505,2.3324384599156054,1.255272505103306
127,3.3040594662175993,2.255272505103306,2.5224442335063197
128,3.406028944963615,1.7481880270062005,1.505149978319906
129,5.571267327015188,2.9595183769729982,3.0043213737826426
130,6.310909025605144,2.5538830266438746,3.254064452914338
131,5.43915578150395,2.230448921378274,2.0969100130080562
132,3.2711443179490782,1.4313637641589874,4.326970450324921
133,5.438037356065981,1.2787536009528289,1.9867717342662448
134,4.313107595194996,1.806179973983887,1.845098040014257
135,3.6239725120169965,1.5185139398778875,2.857935264719429
136,2.932980821923198,1.041392685158225,1.9493900066449128
137,1.4313637641589874,1.255272505103306,1.863322860120456
138,3.745855195173729,1.3222192947339193,1.5440680443502757
139,2.5185139398778875,2.3979400086720375,2.5118833609788744
140,2.8639173769578603,1.7323937598229686,2.4533183400470375
141,0.0,1.0791812460476249,1.845098040014257
142,5.580401455100017,2.843855422623161,3.427323786357247
143,5.051549961262127,2.8055008581584002,3.070037866607755
144,3.526339277389844,1.7993405494535817,2.6009728956867484
145,4.609679765845366,2.0681858617461617,1.041392685158225
146,0.0,0.7781512503836436,0.6020599913279624
147,3.7267272090265724,2.060697840353612,1.9344984512435677
148,3.7773543130842087,1.6812412373755872,3.2681097298084785
149,3.180125875164054,1.041392685158225,1.3979400086720377
150,3.3653007486379876,0.7781512503836436,1.2041199826559248
151,0.0,1.5563025007672873,0.6989700043360189
152,0.0,0.6020599913279624,0.3010299956639812
153,2.513217600067939,1.1139433523068367,0.0
154,0.0,0.0,0.0
155,3.6712654329471586,2.2278867046136734,2.5390760987927767
156,2.5211380837040362,1.7558748556724915,1.6334684555795866
157,0.47712125471966244,1.8750612633917,2.482873583608754
158,0.0,1.041392685158225,0.3010299956639812
159,6.351016852930855,2.808885867359812,1.4771212547196624
160,4.1761202110560856,2.27415784926368,1.6434526764861874
161,4.752977535298367,1.8512583487190752,1.568201724066995
162,0.0,1.1760912590556813,0.6020599913279624
163,0.0,1.8260748027008264,0.9030899869919435
164,2.603144372620182,1.6334684555795866,1.9444826721501687
165,5.278815312099832,2.2121876044039577,2.617000341120899
166,0.0,1.9242792860618816,2.1958996524092336
167,5.544182186756031,1.8260748027008264,1.3979400086720377
168,0.0,0.6020599913279624,0.6020599913279624
169,3.225050696138049,0.8450980400142568,0.6020599913279624
170,3.231979026831504,1.5314789170422551,2.311753861055754
171,4.756149060342383,1.5314789170422551,1.4913616938342726
172,2.808210972924222,1.462397997898956,1.3617278360175928
173,6.426706406046314,3.2440295890300215,1.792391689498254
174,3.9505595616118003,1.9030899869919435,1.3617278360175928
175,3.5691397254724593,1.4313637641589874,1.9444826721501687
176,3.480581786829169,1.2041199826559248,1.3979400086720377
177,2.7505083948513462,0.6989700043360189,0.47712125471966244
178,0.0,1.1139433523068367,0.0
179,5.431365372654089,2.3364597338485296,2.0043213737826426
180,0.0,2.3944516808262164,2.9995654882259823
181,6.153642941135169,3.6161603128475828,3.3754807146185724
182,2.716003343634799,1.3010299956639813,0.8450980400142568
183,1.8260748027008264,1.4471580313422192,0.7781512503836436
184,1.9590413923210936,0.6020599913279624,0.6020599913279624
185,0.6989700043360189,1.6532125137753437,0.9030899869919435
186,4.77815848856469,1.9590413923210936,1.3617278360175928
187,0.0,1.9395192526186185,1.2304489213782739
188,0.0,0.9542425094393249,0.3010299956639812
189,3.187238619831479,0.7781512503836436,0.47712125471966244
190,3.668758541750958,1.6532125137753437,0.9030899869919435
191,5.383138272240712,2.6434526764861874,2.5877109650189114
192,0.0,0.6020599913279624,0.0
193,5.205209779057551,2.2576785748691846,2.255272505103306
194,5.483664307881175,3.2645817292380777,2.0644579892269186
195,4.185117001142592,1.1760912590556813,0.7781512503836436
196,3.8831501996832776,0.7781512503836436,0.6989700043360189
197,3.424718337331567,0.9030899869919435,1.0791812460476249
198,4.306596566797276,1.7481880270062005,1.041392685158225
